Fecha,Year,Month,Day,V-TWAS_gal,V-PS_gal,V-HSW_gal,Dig1-T_degF,Dig2-T_degF,Dig1-pH,Dig2-pH,FOG_gal,SRT,HSW-VS_percent,HSW-COD_mgL,Dig1-alk_mgL,Dig2-alk_mgL,Dig1-VFA_mgL,Dig2-VFA_mgL,Dig1-FOS-TAC,Dig2-FOS-TAC,Q-influent_MGD,BOD-influent_mgL,TWAS-VS_percent,PS-VS_percent,Biogas,Tramo,Biogas_actual,Biogas_lag_1,Biogas_lag_2,Biogas_lag_3,Biogas_lag_7,Biogas_media_3d,Biogas_desv_3d,Biogas_media_7d,Biogas_desv_7d,Fecha_objetivo_D1,Biogas_D1,Fecha_objetivo_D3,Biogas_D3,Fecha_objetivo_D7,Biogas_D7,Fecha_objetivo_D15,Biogas_D15,Fecha_objetivo_D30,Biogas_D30,temperatura_baja_atipica,temperatura_alta_atipica,lodo_primario_atipico,tramo_observado
2021-07-19,2021,7,19,6377,16660,10996,95.4,95.2,7.34,7.32,39546,25.2,,,5152.13275,5179.6575,1377.5,1244.7,0.27,0.24,3.22,80.0,2.72,2.27,99.6,2,99.6,124.3,123.9,138.3,109.3,115.93333333333334,14.14649544351303,118.17142857142858,12.867622713062227,2021-07-20,150.3,2021-07-22,190.0,2021-07-26,79.4,2021-08-03,22.3,2021-08-18,131.2,0,0,0,2
2021-07-20,2021,7,20,5356,16682,26798,95.3,95.7,7.32,7.26,35844,17.6,8.82,170025.0,5179.6575,5054.545,1477.1,1419.0,0.29,0.28,3.27,441.0,2.74,,150.3,2,150.3,99.6,124.3,123.9,106.5,124.73333333333335,25.352777625604165,124.42857142857143,16.40840377019395,2021-07-21,188.5,2021-07-23,136.2,2021-07-27,100.7,2021-08-04,55.9,2021-08-19,108.9,0,0,0,2
2021-07-21,2021,7,21,6512,17522,29178,95.3,96.0,7.3,7.25,23998,16.1,7.6,167325.0,5029.5225,5054.545,1319.4,1211.5,0.26,0.24,3.07,625.0,2.76,2.23,188.5,2,188.5,150.3,99.6,124.3,113.1,146.13333333333333,44.59622555030118,135.20000000000002,28.225461318934496,2021-07-22,190.0,2021-07-24,73.7,2021-07-28,105.0,2021-08-05,55.7,2021-08-20,108.5,0,0,0,2
2021-07-22,2021,7,22,7848,16872,23681,95.3,95.5,7.33,7.24,20204,17.7,8.38,252650.0,5094.581,5067.05625,1236.4,1443.9,0.24,0.28,3.12,631.0,2.84,2.48,190.0,2,190.0,188.5,150.3,99.6,121.5,176.26666666666668,22.50029629434546,144.9857142857143,33.9732457762197,2021-07-23,136.2,2021-07-25,63.2,2021-07-29,114.0,2021-08-06,75.4,2021-08-21,91.6,0,0,0,2
2021-07-23,2021,7,23,6480,16437,9888,95.3,95.6,7.37,7.27,26442,26.2,6.96,168875.0,5227.0,5135.0,1104.0,1544.0,0.21,0.3,3.08,698.0,3.9,2.79,136.2,2,136.2,190.0,188.5,150.3,138.3,171.5666666666667,30.637613048887086,144.68571428571428,34.051305827698144,2021-07-24,73.7,2021-07-26,79.4,2021-07-30,118.6,2021-08-07,83.4,2021-08-22,73.1,0,0,0,2
2021-07-24,2021,7,24,6800,15834,3802,95.5,95.7,7.3,7.27,0,32.5,,,5365.0,5070.0,1585.0,1743.0,0.3,0.34,2.93,1260.0,3.15,,73.7,2,73.7,136.2,190.0,188.5,123.9,133.3,58.20420946976258,137.5142857142857,43.2123990143041,2021-07-25,63.2,2021-07-27,100.7,2021-07-31,42.8,2021-08-08,59.2,2021-08-23,59.5,0,0,0,2
2021-07-25,2021,7,25,8119,16624,3792,95.1,95.9,7.32,7.24,0,30.1,,,5437.38925,5227.20025,1352.6,1228.1,0.25,0.23,3.06,965.0,3.12,,63.2,2,63.2,73.7,136.2,190.0,124.3,91.03333333333335,39.4662302903803,128.78571428571428,51.66970190777276,2021-07-26,79.4,2021-07-28,105.0,2021-08-01,8.2,2021-08-09,49.2,2021-08-24,69.2,0,0,0,2
2021-07-26,2021,7,26,8369,20269,9199,95.2,95.8,7.35,7.3,31976,22.7,5.23,170700.0,5372.33075,5317.28125,1518.6,1294.5,0.28,0.24,2.92,492.0,2.99,2.19,79.4,2,79.4,63.2,73.7,136.2,99.6,72.10000000000001,8.2176639016206,125.89999999999999,54.079262815488406,2021-07-27,100.7,2021-07-29,114.0,2021-08-02,7.7,2021-08-10,92.5,2021-08-25,83.3,0,0,0,2
2021-07-27,2021,7,27,8720,17236,12430,95.3,95.8,7.31,7.25,14216,22.4,6.29,118400.0,5139.6215,5019.5135,1601.6,1443.9,0.31,0.29,2.83,645.0,2.92,3.11,100.7,2,100.7,79.4,63.2,73.7,150.3,81.10000000000001,18.80771118451149,118.81428571428572,53.596686109355325,2021-07-28,105.0,2021-07-30,118.6,2021-08-03,22.3,2021-08-11,142.0,2021-08-26,103.4,0,0,0,2
2021-07-28,2021,7,28,8854,15762,12459,95.6,95.3,7.3,7.22,19731,23.1,6.17,124850.0,5307.27225,5617.55125,1452.2,829.7,0.27,0.15,3.42,554.0,,3.13,105.0,2,105.0,100.7,79.4,63.2,188.5,95.03333333333335,13.708513170046285,106.88571428571429,43.921005930018964,2021-07-29,114.0,2021-07-31,42.8,2021-08-04,55.9,2021-08-12,144.0,2021-08-27,98.6,0,0,0,2
2021-07-29,2021,7,29,11246,11933,14705,95.5,95.6,7.29,7.24,13979,22.6,7.81,139375.0,,,,,,,4.2,465.0,3.17,3.22,114.0,2,114.0,105.0,100.7,79.4,190.0,106.56666666666668,6.786997372427163,96.02857142857144,25.46832766959214,2021-07-30,118.6,2021-08-01,8.2,2021-08-05,55.7,2021-08-13,126.0,2021-08-28,6.2,0,0,0,2
2021-07-30,2021,7,30,9998,15493,10729,95.4,95.7,7.28,7.21,26642,23.7,7.12,65425.0,,,,,,,3.38,427.0,2.92,3.3,118.6,2,118.6,114.0,105.0,100.7,136.2,112.53333333333335,6.917610377387087,93.51428571428572,21.382580805523922,2021-07-31,42.8,2021-08-02,7.7,2021-08-06,75.4,2021-08-14,102.2,2021-08-29,1.4,0,0,0,2
2021-07-31,2021,7,31,8562,38875,3540,95.5,95.5,7.33,7.26,0,16.8,,,,,,,,,3.08,254.0,2.97,,42.8,2,42.8,118.6,114.0,105.0,73.7,91.80000000000001,42.49752933995104,89.1,28.24364235245396,2021-08-01,8.2,2021-08-03,22.3,2021-08-07,83.4,2021-08-15,89.8,2021-08-30,59.6,0,0,0,2
2021-08-01,2021,8,1,9494,17990,3796,95.3,95.4,7.37,7.27,19343,27.4,,,5097.0,4732.0,1195.0,1236.0,0.23,0.26,3.08,728.0,3.1,,8.2,2,8.2,42.8,118.6,114.0,63.2,56.53333333333334,56.46674537578141,81.24285714285715,41.28776481973226,2021-08-02,7.7,2021-08-04,55.9,2021-08-08,59.2,2021-08-16,100.4,2021-08-31,154.0,0,0,0,2
2021-08-02,2021,8,2,9302,21015,3826,95.6,95.7,7.34,7.23,2907,25.1,5.98,147150.0,5055.0,4604.0,1419.0,1378.0,0.28,0.3,2.87,374.0,2.96,2.47,7.7,2,7.7,8.2,42.8,118.6,79.4,19.566666666666674,20.12220995152693,71.0,49.831081331500954,2021-08-03,22.3,2021-08-05,55.7,2021-08-09,49.2,2021-08-17,143.3,2021-09-01,145.6,0,0,0,2
2021-08-03,2021,8,3,9302,19964,3827,95.9,95.5,7.3,7.22,19931,25.9,6.61,161320.0,4977.0,4594.0,1344.0,1369.0,0.27,0.3,2.76,548.0,,2.46,22.3,2,22.3,7.7,8.2,42.8,100.7,12.733333333333343,8.28874739229814,59.800000000000004,50.84345254471476,2021-08-04,55.9,2021-08-06,75.4,2021-08-10,92.5,2021-08-18,131.2,2021-09-02,118.2,0,0,0,2
2021-08-04,2021,8,4,9317,16558,3810,95.8,95.2,7.26,7.21,7618,28.9,,141360.0,4824.0,4624.0,938.0,713.0,0.19,0.15,3.0,588.0,3.6,1.63,55.9,2,55.9,22.3,7.7,8.2,105.0,28.63333333333334,24.71625645872226,52.785714285714285,46.79406759306949,2021-08-05,55.7,2021-08-07,83.4,2021-08-11,142.0,2021-08-19,108.9,2021-09-03,142.8,0,0,0,2
2021-08-05,2021,8,5,6849,14916,3753,95.4,95.7,7.33,7.21,20451,33.6,4.38,152350.0,5055.0,4607.0,1203.0,1336.0,0.24,0.29,3.04,731.0,,1.93,55.7,2,55.7,55.9,22.3,7.7,114.0,44.63333333333335,19.341492531170665,44.457142857142856,38.54403789359453,2021-08-06,75.4,2021-08-08,59.2,2021-08-12,144.0,2021-08-20,108.5,2021-09-04,85.0,0,0,0,2
2021-08-06,2021,8,6,11907,14813,8084,95.8,95.8,7.28,7.18,0,24.7,,,4874.0,4532.0,1436.0,813.0,0.29,0.18,3.29,458.0,2.95,2.9,75.4,2,75.4,55.7,55.9,22.3,118.6,62.33333333333334,11.31650711718645,38.285714285714285,26.164698136447555,2021-08-07,83.4,2021-08-09,49.2,2021-08-13,126.0,2021-08-21,91.6,2021-09-05,68.5,0,0,0,2
2021-08-07,2021,8,7,11522,14784,8082,95.2,95.4,7.33,7.21,0,25.0,,,4947.0,4449.0,1602.0,1228.0,0.32,0.28,2.99,724.0,2.94,,83.4,2,83.4,75.4,55.7,55.9,42.8,71.50000000000001,14.25587598150316,44.08571428571429,31.323549637688835,2021-08-08,59.2,2021-08-10,92.5,2021-08-14,102.2,2021-08-22,73.1,2021-09-06,60.2,0,0,0,2
2021-08-08,2021,8,8,11343,16646,2823,95.4,95.1,7.27,7.45,21186,27.8,,,,,,,,,2.67,480.0,2.78,,59.2,2,59.2,83.4,75.4,55.7,8.2,72.66666666666669,12.329368732150568,51.371428571428574,27.252138404518693,2021-08-09,49.2,2021-08-11,142.0,2021-08-15,89.8,2021-08-23,59.5,2021-09-07,60.3,0,0,0,2
2021-08-09,2021,8,9,9784,16376,2732,95.7,95.8,7.27,7.2,15386,29.7,6.74,161400.0,,,,,,,2.87,265.0,2.77,2.41,49.2,2,49.2,59.2,83.4,75.4,7.7,63.933333333333344,17.584462838919244,57.300000000000004,19.61105130617247,2021-08-10,92.5,2021-08-12,144.0,2021-08-16,100.4,2021-08-24,69.2,2021-09-08,78.8,0,0,0,2
2021-08-10,2021,8,10,9897,15854,17718,95.2,95.6,7.3,7.18,19176,19.7,7.56,140875.0,,,,,,,2.87,1220.0,2.72,3.2,92.5,2,92.5,49.2,59.2,83.4,22.3,66.96666666666668,22.670759434419743,67.32857142857144,16.419471599873248,2021-08-11,142.0,2021-08-13,126.0,2021-08-17,143.3,2021-08-25,83.3,2021-09-09,70.1,0,0,0,2
2021-08-11,2021,8,11,10747,16325,25586,95.5,95.7,7.26,7.18,17905,16.3,7.28,130350.0,,,,,,,2.91,708.0,3.4,2.49,142.0,2,142.0,92.5,49.2,59.2,55.9,94.56666666666668,46.434505847842644,79.62857142857142,31.632721154194833,2021-08-12,144.0,2021-08-14,102.2,2021-08-18,131.2,2021-08-26,103.4,2021-09-10,93.2,0,0,0,2
2021-08-12,2021,8,12,12359,16441,20016,95.2,95.5,7.21,7.12,14353,17.6,7.34,139500.0,,,,,,,2.9,490.0,2.79,2.75,144.0,2,144.0,142.0,92.5,49.2,55.7,126.16666666666667,29.1733325716027,92.24285714285715,37.55226833551944,2021-08-13,126.0,2021-08-15,89.8,2021-08-19,108.9,2021-08-27,98.6,2021-09-11,64.0,0,0,0,2
2021-08-13,2021,8,13,9903,16486,12293,96.0,95.5,7.25,7.13,0,22.2,2.85,115850.0,,,,,,,2.85,499.0,2.84,3.5,126.0,2,126.0,144.0,142.0,92.5,75.4,137.33333333333334,9.865765724632622,99.47142857142856,38.62454807872468,2021-08-14,102.2,2021-08-16,100.4,2021-08-20,108.5,2021-08-28,6.2,2021-09-12,6.0,0,0,0,2
2021-08-14,2021,8,14,8867,13723,8108,95.2,95.5,7.2,7.14,0,27.9,,114600.0,,,,,,,2.62,644.0,2.86,,102.2,2,102.2,126.0,144.0,142.0,83.4,124.06666666666668,20.966958132579343,102.15714285714286,37.968840608357496,2021-08-15,89.8,2021-08-17,143.3,2021-08-21,91.6,2021-08-29,1.4,2021-09-13,2.5,0,0,0,2
2021-08-15,2021,8,15,9533,13278,8105,95.5,95.4,7.25,7.14,30270,27.8,,,4864.374,4571.61075,1535.2,1228.1,0.32,0.27,2.75,749.0,2.93,,89.8,2,89.8,102.2,126.0,144.0,59.2,106.0,18.396738841436015,106.52857142857144,33.72292564837332,2021-08-16,100.4,2021-08-18,131.2,2021-08-22,73.1,2021-08-30,59.6,2021-09-14,44.8,0,0,0,2
2021-08-16,2021,8,16,9298,16767,13018,95.2,95.5,7.32,7.22,7297,22.0,7.31,85175.0,4741.76375,4499.0455,1128.5,962.5,0.24,0.21,2.69,502.0,2.88,2.43,100.4,2,100.4,89.8,102.2,126.0,49.2,97.46666666666668,6.700248751601177,113.84285714285714,23.093711780688814,2021-08-17,143.3,2021-08-19,108.9,2021-08-23,59.5,2021-08-31,154.0,2021-09-15,113.2,0,0,0,2
2021-08-17,2021,8,17,8704,14535,16038,95.5,95.9,7.31,7.26,30463,21.8,7.87,134550.0,4694.221,4421.47575,896.1,1020.6,0.19,0.23,2.77,351.0,2.84,3.75,143.3,2,143.3,100.4,89.8,102.2,92.5,111.16666666666669,28.32848978207865,121.1,23.25030465750221,2021-08-18,131.2,2021-08-20,108.5,2021-08-24,69.2,2021-09-01,145.6,2021-09-16,118.2,0,0,0,2
2021-08-18,2021,8,18,8579,16432,15146,95.3,95.8,7.28,7.22,7086,21.4,7.89,173720.0,4699.2255,4481.52975,1087.0,962.5,0.23,0.21,2.86,362.0,2.81,3.0,131.2,2,131.2,143.3,100.4,89.8,142.0,124.96666666666668,22.11884566005503,119.55714285714286,21.954487555156597,2021-08-19,108.9,2021-08-21,91.6,2021-08-25,83.3,2021-09-02,118.2,2021-09-17,115.9,0,0,0,2
2021-08-19,2021,8,19,8513,15872,14516,95.8,95.5,7.25,7.14,31583,22.1,5.95,116330.0,4521.56575,4398.9555,1228.1,257.0,0.27,0.6,2.85,573.0,,3.3,108.9,2,108.9,131.2,143.3,100.4,144.0,127.8,17.450214898390282,114.54285714285716,19.28780764652959,2021-08-20,108.5,2021-08-22,73.1,2021-08-26,103.4,2021-09-03,142.8,2021-09-18,84.9,0,0,0,2
2021-08-20,2021,8,20,9313,10137,16896,95.7,95.6,7.21,7.13,0,23.6,6.11,136800.0,4611.64675,4328.8925,1045.5,1186.6,0.23,0.27,2.81,485.0,2.93,3.42,108.5,2,108.5,108.9,131.2,143.3,126.0,116.2,12.991920566259667,112.04285714285713,18.67983379144985,2021-08-21,91.6,2021-08-23,59.5,2021-08-27,98.6,2021-09-04,85.0,2021-09-19,74.3,0,0,0,2
2021-08-21,2021,8,21,8792,10539,12449,96.0,95.7,7.25,7.13,0,27.0,,,4566.60625,4243.816,1111.9,746.7,0.24,0.18,2.75,558.0,2.83,,91.6,2,91.6,108.5,108.9,131.2,102.2,103.0,9.874715185766128,110.52857142857144,19.99414199923856,2021-08-22,73.1,2021-08-24,69.2,2021-08-28,6.2,2021-09-05,68.5,2021-09-20,96.7,0,0,0,2
2021-08-22,2021,8,22,9205,12864,5431,95.8,95.7,7.22,7.21,33858,15.6,,,4368.9285,4526.57025,1078.7,1145.1,0.25,0.25,2.64,609.0,2.95,,73.1,2,73.1,91.6,108.5,108.9,89.8,91.06666666666668,17.706025339791324,108.14285714285714,23.55835712600077,2021-08-23,59.5,2021-08-25,83.3,2021-08-29,1.4,2021-09-06,60.2,2021-09-21,143.1,0,0,0,2
2021-08-23,2021,8,23,9046,14437,5311,95.7,95.5,7.22,7.24,28655,14.9,7.18,131950.0,4301.36775,4586.62425,1145.1,1153.4,0.27,0.25,3.16,349.0,2.88,2.53,59.5,2,59.5,73.1,91.6,108.5,100.4,74.73333333333333,16.11221069044627,102.29999999999998,29.992165643714362,2021-08-24,69.2,2021-08-26,103.4,2021-08-30,59.6,2021-09-07,60.3,2021-09-22,128.2,0,0,0,2
2021-08-24,2021,8,24,8470,17209,6761,95.5,93.1,7.17,,25208,13.2,5.72,180050.0,4243.816,,995.7,,0.23,,3.36,603.0,3.2,4.16,69.2,2,69.2,59.5,73.1,91.6,143.3,67.26666666666667,7.0030945540761085,91.71428571428571,25.9081344093207,2021-08-25,83.3,2021-08-27,98.6,2021-08-31,154.0,2021-09-08,78.8,2021-09-23,101.6,0,0,0,2
2021-08-25,2021,8,25,9047,20247,12798,94.2,92.8,7.18,,7621,10.2,5.41,149950.0,4241.31375,,1178.3,,0.28,,3.13,579.8,3.4,3.55,83.3,2,83.3,69.2,59.5,73.1,131.2,70.66666666666667,11.967595135754328,84.87142857142855,19.19763130229992,2021-08-26,103.4,2021-08-28,6.2,2021-09-01,145.6,2021-09-09,70.1,2021-09-24,133.8,0,0,0,2
2021-08-26,2021,8,26,9145,15358,18360,95.6,92.5,7.17,,24608,10.0,,113200.0,4004.0,,1261.0,,0.31,,3.0,648.0,3.6,2.74,103.4,2,103.4,83.3,69.2,59.5,108.9,85.30000000000001,17.187495454544802,84.08571428571429,18.133342086832567,2021-08-27,98.6,2021-08-29,1.4,2021-09-02,118.2,2021-09-10,93.2,2021-09-25,103.3,0,0,0,2
2021-08-27,2021,8,27,8045,76160,13266,95.2,96.1,7.18,7.2,0,32.3,,,4244.0,4416.0,1145.0,1295.0,0.27,0.29,2.96,438.0,2.95,2.4,98.6,2,98.6,103.4,83.3,69.2,108.5,95.10000000000002,10.497142468310074,82.67142857142858,16.194208253334857,2021-08-28,6.2,2021-08-30,59.6,2021-09-03,142.8,2021-09-11,64.0,2021-09-26,73.3,0,0,0,2
2021-08-28,2021,8,28,7151,16534,3807,95.0,95.4,7.16,7.22,0,31.2,,,4537.0,4341.0,979.0,987.0,0.22,0.23,2.72,561.0,2.69,,6.2,2,6.2,98.6,103.4,83.3,91.6,69.4,54.78539951483422,70.47142857142856,32.403174447663474,2021-08-29,1.4,2021-08-31,154.0,2021-09-04,85.0,2021-09-12,6.0,2021-09-27,73.6,0,0,0,2
2021-08-29,2021,8,29,7200,16547,3803,95.4,95.9,7.18,7.24,26500,31.1,,185450.0,4459.0095,4411.46675,945.9,1128.5,0.21,0.26,2.81,620.0,2.62,,1.4,2,1.4,6.2,98.6,103.4,73.1,35.400000000000006,54.7853995148342,60.228571428571435,41.4916342686777,2021-08-30,59.6,2021-09-01,145.6,2021-09-05,68.5,2021-09-13,2.5,2021-09-28,108.7,0,0,0,2
2021-08-30,2021,8,30,6999,15593,15875,95.5,95.1,7.24,7.16,19526,22.3,5.93,117050.0,4679.2075,4341.40375,1244.7,838.0,0.27,0.19,2.75,426.0,2.64,1.99,59.6,2,59.6,1.4,6.2,98.6,59.5,22.40000000000001,32.30541750233224,60.24285714285714,41.491358824975265,2021-08-31,154.0,2021-09-02,118.2,2021-09-06,60.2,2021-09-14,44.8,2021-09-29,131.7,0,0,0,2
2021-08-31,2021,8,31,5269,15634,28216,95.3,95.2,7.25,7.13,4,17.5,5.67,185000.0,4656.68725,4328.8925,1460.5,1360.9,0.31,0.31,3.48,508.0,2.75,3.53,154.0,2,154.0,59.6,1.4,6.2,69.2,71.66666666666667,77.0122933909472,72.35714285714286,54.790627457101216,2021-09-01,145.6,2021-09-03,142.8,2021-09-07,60.3,2021-09-15,113.2,2021-09-30,161.2,0,0,0,2
2021-09-01,2021,9,1,5413,24437,14470,95.1,95.7,7.3,7.16,26948,19.4,6.76,186650.0,4694.221,4521.56575,912.7,1277.9,0.19,0.28,2.96,422.0,2.77,4.79,145.6,2,145.6,154.0,59.6,1.4,83.3,119.73333333333335,52.2460843827873,81.25714285714285,61.51202747275951,2021-09-02,118.2,2021-09-04,85.0,2021-09-08,78.8,2021-09-16,118.2,2021-10-01,123.6,0,0,0,2
2021-09-02,2021,9,2,4347,18443,13804,95.2,95.3,7.31,7.22,9779,23.4,6.47,194100.0,4916.92125,4579.1175,1070.4,970.8,0.22,0.21,2.89,421.0,2.68,,118.2,2,118.2,145.6,154.0,59.6,103.4,139.26666666666668,18.72146717897216,83.37142857142858,62.643906707827895,2021-09-03,142.8,2021-09-05,68.5,2021-09-09,70.1,2021-09-17,115.9,2021-10-02,86.1,0,0,0,2
2021-09-03,2021,9,3,7314,15297,16286,95.5,96.0,7.33,7.2,27031,22.1,7.99,172300.0,4266.33625,4641.67375,1178.3,1012.3,0.28,0.22,3.02,470.0,2.95,1.7,142.8,2,142.8,118.2,145.6,154.0,98.6,135.53333333333336,15.07625063911222,89.68571428571428,66.54110079671129,2021-09-04,85.0,2021-09-06,60.2,2021-09-10,93.2,2021-09-18,84.9,2021-10-03,72.6,0,0,0,2
2021-09-04,2021,9,4,6080,10153,3795,95.3,95.1,7.29,7.23,0,42.8,,,4441.49375,4814.329,1253.0,1020.6,0.28,0.21,2.67,389.0,3.13,,85.0,2,85.0,142.8,118.2,145.6,6.2,115.33333333333336,29.006436067420136,100.94285714285714,55.873871566319096,2021-09-05,68.5,2021-09-07,60.3,2021-09-11,64.0,2021-09-19,74.3,2021-10-04,78.3,0,0,0,2
2021-09-05,2021,9,5,6623,15952,3801,95.8,95.7,7.32,7.25,0,32.5,,,4569.1085,4874.383,1253.0,987.4,0.27,0.2,2.57,586.0,3.23,,68.5,2,68.5,85.0,142.8,118.2,1.4,98.7666666666667,39.016193219397145,110.52857142857144,39.22561723694156,2021-09-06,60.2,2021-09-08,78.8,2021-09-12,6.0,2021-09-20,96.7,2021-10-05,88.8,0,0,0,2
2021-09-06,2021,9,6,6114,16608,3824,95.4,95.5,7.3,7.22,0,32.3,,,4504.05,4819.3335,1186.6,1120.2,0.26,0.23,2.45,584.0,2.62,,60.2,2,60.2,68.5,85.0,142.8,59.6,71.23333333333335,12.623919095642636,110.61428571428571,39.0962243944957,2021-09-07,60.3,2021-09-09,70.1,2021-09-13,2.5,2021-09-21,143.1,2021-10-06,104.6,0,0,0,2
2021-09-07,2021,9,7,6566,16143,6657,95.0,95.3,7.33,7.26,31512,29.2,6.82,156150.0,5287.25425,4794.311,1170.0,1352.6,0.22,0.28,2.84,166.0,3.1,3.75,60.3,2,60.3,60.2,68.5,85.0,154.0,63.00000000000002,4.763402145525548,97.22857142857141,37.7845962567514,2021-09-08,78.8,2021-09-10,93.2,2021-09-14,44.8,2021-09-22,128.2,2021-10-07,78.7,0,0,0,2
2021-09-08,2021,9,8,5739,24281,13591,95.3,95.2,7.33,7.28,21505,19.7,5.65,138700.0,5307.27225,4979.4775,1277.9,1028.9,0.24,0.21,2.74,584.0,3.12,2.25,78.8,2,78.8,60.3,60.2,68.5,145.6,66.43333333333335,10.70996420784546,87.6857142857143,31.433550471400643,2021-09-09,70.1,2021-09-11,64.0,2021-09-15,113.2,2021-09-23,101.6,2021-10-08,66.7,0,0,0,2
2021-09-09,2021,9,9,5203,17100,11787,95.4,96.0,7.32,7.3,19777,25.2,5.12,110350.0,5369.8285,5034.527,1116.05,1170.0,0.21,0.23,2.71,671.0,3.4,2.76,70.1,2,70.1,78.8,60.3,60.2,118.2,69.73333333333335,9.255448845589875,80.81428571428572,28.798230765762177,2021-09-10,93.2,2021-09-12,6.0,2021-09-16,118.2,2021-09-24,133.8,2021-10-09,53.0,0,0,0,2
2021-09-10,2021,9,10,6608,17167,10031,95.4,95.3,7.35,7.21,25725,25.4,5.67,147650.0,5377.33525,4761.78175,1261.3,1037.2,0.23,0.22,2.66,484.0,3.16,2.92,93.2,2,93.2,70.1,78.8,60.3,142.8,80.70000000000002,11.66661904752178,73.72857142857143,12.488356481901155,2021-09-11,64.0,2021-09-13,2.5,2021-09-17,115.9,2021-09-25,103.3,2021-10-10,48.0,0,0,0,2
2021-09-11,2021,9,11,5854,16065,3819,95.5,95.2,7.27,7.19,0,33.3,,,5069.5585,4819.3335,1203.2,954.2,0.24,0.2,2.7,683.0,3.12,,64.0,2,64.0,93.2,70.1,78.8,85.0,75.7666666666667,15.402705390071286,70.72857142857143,11.834654520476818,2021-09-12,6.0,2021-09-14,44.8,2021-09-18,84.9,2021-09-26,73.3,2021-10-11,71.9,0,0,0,2
2021-09-12,2021,9,12,6473,10122,1459,95.1,95.1,7.25,7.14,0,47.5,,,5117.10125,4806.82225,1136.8,1037.2,0.22,0.22,2.91,624.0,3.14,,6.0,2,6.0,64.0,93.2,70.1,68.5,54.40000000000001,44.38558324501321,61.800000000000004,27.285954873035458,2021-09-13,2.5,2021-09-15,113.2,2021-09-19,74.3,2021-09-27,73.6,2021-10-12,118.3,0,0,0,2
2021-09-13,2021,9,13,7769,35946,5041,95.3,95.2,7.36,7.27,29465,17.6,8.25,236050.0,5189.6665,4774.293,1170.0,1120.2,0.23,0.23,2.78,790.4,3.26,1.38,2.5,2,2.5,6.0,64.0,93.2,60.2,24.166666666666686,34.5410383939645,53.55714285714286,35.36819932947559,2021-09-14,44.8,2021-09-16,118.2,2021-09-20,96.7,2021-09-28,108.7,2021-10-13,135.9,0,0,0,2
2021-09-14,2021,9,14,7815,14836,10074,95.2,95.7,7.29,7.2,9857,26.2,7.19,182000.0,4979.4775,4761.78175,1211.5,1145.1,0.24,0.24,2.74,476.0,3.24,2.58,44.8,2,44.8,2.5,6.0,64.0,60.3,17.766666666666683,23.476868047789704,51.34285714285714,35.360894461860696,2021-09-15,113.2,2021-09-17,115.9,2021-09-21,143.1,2021-09-29,131.7,2021-10-14,124.8,0,0,0,2
2021-09-15,2021,9,15,7594,15465,15346,95.4,95.3,7.32,7.21,26428,22.3,11.35,231850.0,4991.98875,4734.257,1103.6,995.7,0.22,0.21,2.78,617.0,3.15,2.51,113.2,2,113.2,44.8,2.5,6.0,78.8,53.50000000000002,55.86045112599787,56.25714285714285,41.644761861201516,2021-09-16,118.2,2021-09-18,84.9,2021-09-22,128.2,2021-09-30,161.2,2021-10-15,113.3,0,0,0,2
2021-09-16,2021,9,16,8201,18335,16029,95.9,95.3,7.33,7.23,14031,20.2,6.15,115450.0,4919.4235,4709.2345,1053.8,1170.0,0.21,0.25,2.75,586.9,3.12,3.16,118.2,2,118.2,113.2,44.8,2.5,70.1,92.06666666666668,41.0104051837254,63.12857142857143,47.819964947906875,2021-09-17,115.9,2021-09-19,74.3,2021-09-23,101.6,2021-10-01,123.6,2021-10-16,13.7,0,0,0,2
2021-09-17,2021,9,17,7358,21622,13375,95.3,96.0,7.34,7.25,19688,20.3,13.53,,5384.842,5039.5315,1784.2,1618.2,0.33,0.32,2.69,628.0,3.15,2.0,115.9,2,115.9,118.2,113.2,44.8,93.2,115.7666666666667,2.502665245959099,66.37142857142858,50.87142990866657,2021-09-18,84.9,2021-09-20,96.7,2021-09-24,133.8,2021-10-02,86.1,2021-10-17,69.9,0,0,0,2
2021-09-18,2021,9,18,7814,16938,3809,95.5,95.3,7.26,7.28,0,30.0,,,5027.02025,5377.33525,1684.6,1394.1,0.34,0.26,2.6,526.0,3.0,,84.9,2,84.9,115.9,118.2,113.2,64.0,106.33333333333336,18.59740125214626,69.35714285714286,51.32039416394668,2021-09-19,74.3,2021-09-21,143.1,2021-09-25,103.3,2021-10-03,72.6,2021-10-18,138.1,0,0,0,2
2021-09-19,2021,9,19,7955,16466,3803,96.0,95.2,7.32,7.24,0,30.4,,,5432.38475,5124.608,1477.1,1410.7,0.27,0.28,2.75,758.6,2.76,,74.3,2,74.3,84.9,115.9,118.2,6.0,91.70000000000003,21.61758543408578,79.11428571428571,43.101795344332906,2021-09-20,96.7,2021-09-22,128.2,2021-09-26,73.3,2021-10-04,78.3,2021-10-19,108.9,0,0,0,2
